Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2019-07-30 11-AM,ETHEUR,197.16,199.79,196.6,197.9,22.94,4549.88
2019-07-30 10-AM,ETHEUR,197.26,197.86,196.5,197.16,18.11,3572.33
2019-07-30 09-AM,ETHEUR,197.8,197.91,196.85,197.26,15.17,2994.65
2019-07-30 08-AM,ETHEUR,197.28,197.92,196.84,197.8,15.92,3140.99
2019-07-30 07-AM,ETHEUR,197.27,197.89,196.7,197.28,16.49,3254.38
2019-07-30 06-AM,ETHEUR,197.53,198.05,196.85,197.27,17.67,3488.42
2019-07-30 05-AM,ETHEUR,196.68,197.86,196.65,197.53,16.44,3239.73
2019-07-30 04-AM,ETHEUR,196.73,197.5,196.4,196.68,17.35,3416.33
2019-07-30 03-AM,ETHEUR,196.37,197.5,195.68,196.73,16.92,3329.37
2019-07-30 02-AM,ETHEUR,199.58,199.91,195.87,196.37,29.08,5763.97
2019-07-30 01-AM,ETHEUR,200.91,200.91,199.58,199.58,17.11,3424.6
2019-07-30 12-AM,ETHEUR,201.28,201.8,200.56,200.91,17.36,3493.43
2019-07-29 11-PM,ETHEUR,201.37,201.8,201.05,201.28,17.0,3425.67
2019-07-29 10-PM,ETHEUR,201.81,202.55,200.28,201.37,22.7,4563.94
2019-07-29 09-PM,ETHEUR,203.1,203.1,201.81,201.81,17.88,3621.65
2019-07-29 08-PM,ETHEUR,201.4,203.91,200.56,203.1,26.21,5295.03
2019-07-29 07-PM,ETHEUR,201.05,201.81,200.56,201.4,16.27,3270.32
2019-07-29 06-PM,ETHEUR,201.11,201.97,200,201.05,25.0,5029.92
2019-07-29 05-PM,ETHEUR,203.65,203.65,200,201.11,17.42,3523.17
2019-07-29 04-PM,ETHEUR,202.85,204.63,200,203.65,26.44,5369.17
2019-07-29 03-PM,ETHEUR,201.84,203.09,201.46,202.85,16.36,3309.19
2019-07-29 02-PM,ETHEUR,203.02,203.67,201.24,201.84,21.74,4400.9
