Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XVG,Volume USD
2018-08-12 12-PM,XVGUSD,0.01457,0.01467,0.01443,0.01443,8414.8,121.76
2018-08-12 11-AM,XVGUSD,0.01489,0.01489,0.01443,0.01457,5023.57,73.15
2018-08-12 10-AM,XVGUSD,0.01499,0.01499,0.01464,0.01489,10470.72,153.83
2018-08-12 09-AM,XVGUSD,0.01464,0.01499,0.01464,0.01499,4665.44,68.84
2018-08-12 08-AM,XVGUSD,0.01482,0.01517,0.01463,0.01464,10656.77,157.03
2018-08-12 07-AM,XVGUSD,0.01481,0.01482,0.0146,0.01482,2782.18,40.94
2018-08-12 06-AM,XVGUSD,0.01456,0.01615,0.01456,0.01481,297552.87,4742.59
2018-08-12 05-AM,XVGUSD,0.0144,0.01456,0.01422,0.01456,5116.86,73.65
2018-08-12 04-AM,XVGUSD,0.01456,0.01456,0.01422,0.0144,2345.37,33.4
2018-08-12 03-AM,XVGUSD,0.01456,0.01456,0.01421,0.01456,1846.37,26.59
2018-08-12 02-AM,XVGUSD,0.01431,0.01456,0.01421,0.01456,8011.64,115.53
2018-08-12 01-AM,XVGUSD,0.01422,0.01438,0.01421,0.01431,3695.77,52.72
2018-08-12 12-AM,XVGUSD,0.0145,0.0145,0.01422,0.01422,2906.73,42.05
2018-08-11 11-PM,XVGUSD,0.0145,0.01473,0.0145,0.0145,1911.34,27.75
2018-08-11 10-PM,XVGUSD,0.01452,0.01452,0.0145,0.0145,802.32,11.64
2018-08-11 09-PM,XVGUSD,0.0145,0.01494,0.0145,0.01452,6569.1,96.58
2018-08-11 08-PM,XVGUSD,0.0143,0.0148,0.0143,0.0145,4419.46,64.45
2018-08-11 07-PM,XVGUSD,0.01451,0.0148,0.01401,0.0143,11318.46,159.75
2018-08-11 06-PM,XVGUSD,0.01451,0.01477,0.01451,0.01451,6266.21,91.99
2018-08-11 05-PM,XVGUSD,0.01438,0.0148,0.01379,0.01451,12460.97,183.1
2018-08-11 04-PM,XVGUSD,0.0146,0.0146,0.0133,0.01438,2314.08,33.31
2018-08-11 03-PM,XVGUSD,0.01301,0.0146,0.01301,0.0146,8291.26,116.93
2018-08-11 02-PM,XVGUSD,0.01387,0.01432,0.01301,0.01301,39630.69,542.22
2018-08-11 01-PM,XVGUSD,0.0139,0.0146,0.01387,0.01387,11001.96,155.01
2018-08-11 12-PM,XVGUSD,0.01416,0.01448,0.0139,0.0139,17774.03,249.98
2018-08-11 11-AM,XVGUSD,0.01413,0.0146,0.01402,0.01416,9684.5,138.6
2018-08-11 10-AM,XVGUSD,0.0148,0.0148,0.01401,0.01413,20053.88,288.57
2018-08-11 09-AM,XVGUSD,0.01401,0.0149,0.01385,0.0148,33707.15,479.13
2018-08-11 08-AM,XVGUSD,0.01395,0.01455,0.01394,0.01401,4760.15,66.88
2018-08-11 07-AM,XVGUSD,0.0143,0.01433,0.01382,0.01395,9684.58,135.57
2018-08-11 06-AM,XVGUSD,0.0141,0.0143,0.01382,0.0143,5553.71,78.21
2018-08-11 05-AM,XVGUSD,0.0145,0.01456,0.0138,0.0141,23773.44,340.04
2018-08-11 04-AM,XVGUSD,0.01453,0.01488,0.0145,0.0145,18310.86,267.52
2018-08-11 03-AM,XVGUSD,0.01555,0.01555,0.01453,0.01453,5005.59,74.02
2018-08-11 02-AM,XVGUSD,0.01633,0.01633,0.0145,0.01555,8710.33,129.6
2018-08-11 01-AM,XVGUSD,0.0148,0.01633,0.0148,0.01633,6135.76,92.85
2018-08-11 12-AM,XVGUSD,0.01505,0.01633,0.0148,0.0148,20336.28,306.73
