Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume QTU,Volume MSGD
2018-09-14,QTUMSGD,0.1,0.1,0.1,0.1,0.0,0.0
2018-09-13,QTUMSGD,0.1,0.1,0.1,0.1,0.0,0.0
2018-09-12,QTUMSGD,0.1,0.1,0.1,0.1,0.0,0.0
2018-09-11,QTUMSGD,3,3,0.1,0.1,0.3006,0.03006
2018-09-10,QTUMSGD,3,3,3,3,0.0,0.0
2018-09-09,QTUMSGD,3,3,3,3,0.0,0.0
2018-09-08,QTUMSGD,3,3,3,3,0.0,0.0
2018-09-07,QTUMSGD,3,3,3,3,0.0,0.0
2018-09-06,QTUMSGD,3,3,3,3,0.0,0.0
2018-09-05,QTUMSGD,3,3,3,3,0.0,0.0
2018-09-04,QTUMSGD,3,3,3,3,0.0,0.0
2018-09-03,QTUMSGD,3,3,3,3,0.0,0.0
2018-09-02,QTUMSGD,3,3,3,3,0.0,0.0
2018-09-01,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-31,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-30,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-29,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-28,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-27,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-26,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-25,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-24,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-23,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-22,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-21,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-20,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-19,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-18,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-17,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-16,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-15,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-14,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-13,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-12,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-11,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-10,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-09,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-08,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-07,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-06,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-05,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-04,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-03,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-02,QTUMSGD,3,3,3,3,0.0,0.0
2018-08-01,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-31,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-30,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-29,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-28,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-27,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-26,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-25,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-24,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-23,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-22,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-21,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-20,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-19,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-18,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-17,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-16,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-15,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-14,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-13,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-12,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-11,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-10,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-09,QTUMSGD,3,3,3,3,0.0,0.0
2018-07-08,QTUMSGD,3,3,3,3,0.0,0.0
