Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume AST,Volume BTC
2018-03-17,ASTBTC,3.228e-05,3.251e-05,2.75e-05,2.804e-05,11308995.0,345.49
2018-03-16,ASTBTC,3.596e-05,3.596e-05,3.201e-05,3.228e-05,11172678.0,370.79
2018-03-15,ASTBTC,4.197e-05,4.197e-05,3.256e-05,3.596e-05,31840505.0,1134.06
2018-03-14,ASTBTC,3.043e-05,4.9e-05,2.9e-05,4.197e-05,48525945.0,1843.09
2018-03-13,ASTBTC,2.685e-05,3.362e-05,2.658e-05,3.043e-05,29543302.0,891.14
2018-03-12,ASTBTC,2.52e-05,2.905e-05,2.401e-05,2.685e-05,5778475.0,153.5
2018-03-11,ASTBTC,2.457e-05,2.611e-05,2.345e-05,2.52e-05,3754006.0,92.39
2018-03-10,ASTBTC,2.502e-05,2.72e-05,2.425e-05,2.457e-05,4732830.0,120.14
2018-03-09,ASTBTC,2.668e-05,2.717e-05,2.39e-05,2.502e-05,4821072.0,121.0
2018-03-08,ASTBTC,3.173e-05,3.25e-05,2.629e-05,2.668e-05,4446908.0,129.99
2018-03-07,ASTBTC,3.723e-05,3.723e-05,2.815e-05,3.173e-05,3684231.0,118.22
2018-03-06,ASTBTC,3.728e-05,3.809e-05,3.521e-05,3.723e-05,1257251.0,46.05
2018-03-05,ASTBTC,3.948e-05,3.998e-05,3.651e-05,3.728e-05,1633352.0,61.84
2018-03-04,ASTBTC,3.965e-05,4.183e-05,3.909e-05,3.948e-05,727821.0,29.32
2018-03-03,ASTBTC,4.182e-05,4.182e-05,3.9e-05,3.965e-05,945975.0,37.87
2018-03-02,ASTBTC,4.115e-05,4.483e-05,4.0e-05,4.182e-05,2167319.0,91.49
2018-03-01,ASTBTC,4.338e-05,4.813e-05,4.07e-05,4.115e-05,3706663.0,158.49
2018-02-28,ASTBTC,4.676e-05,5.19e-05,4.3e-05,4.338e-05,3821861.0,173.3
2018-02-27,ASTBTC,4.335e-05,5.4e-05,4.232e-05,4.676e-05,3733838.0,178.08
2018-02-26,ASTBTC,4.968e-05,5.075e-05,4.18e-05,4.335e-05,2030722.0,92.83
2018-02-25,ASTBTC,5.003e-05,5.201e-05,4.701e-05,4.968e-05,2357534.0,116.27
2018-02-24,ASTBTC,5.099e-05,5.59e-05,4.882e-05,5.003e-05,4018336.0,206.91
2018-02-23,ASTBTC,4.612e-05,5.91e-05,4.484e-05,5.099e-05,6732779.0,350.63
2018-02-22,ASTBTC,5.088e-05,5.23e-05,4.362e-05,4.612e-05,2693898.0,126.8
2018-02-21,ASTBTC,4.871e-05,5.498e-05,4.833e-05,5.088e-05,1487163.0,75.94
2018-02-20,ASTBTC,5.794e-05,5.91e-05,4.788e-05,4.871e-05,1361473.0,73.09
2018-02-19,ASTBTC,5.948e-05,6.444e-05,5.751e-05,5.794e-05,1105310.0,66.07
2018-02-18,ASTBTC,6.209e-05,6.398e-05,5.65e-05,5.948e-05,2392367.0,142.89
2018-02-17,ASTBTC,5.822e-05,6.699e-05,5.801e-05,6.209e-05,2775494.0,173.27
2018-02-16,ASTBTC,5.996e-05,6.252e-05,5.649e-05,5.822e-05,1335388.0,79.28
2018-02-15,ASTBTC,6.431e-05,6.75e-05,4.825e-05,5.996e-05,3221467.0,188.39
2018-02-14,ASTBTC,6.481e-05,6.817e-05,5.901e-05,6.431e-05,1683347.0,106.6
2018-02-13,ASTBTC,6.608e-05,6.899e-05,6.401e-05,6.481e-05,1193403.0,78.73
2018-02-12,ASTBTC,6.622e-05,8.1e-05,6.362e-05,6.608e-05,4790627.0,345.71
2018-02-11,ASTBTC,7.228e-05,7.28e-05,4.72e-05,6.622e-05,2339188.0,152.7
2018-02-10,ASTBTC,8.039e-05,8.387e-05,6.841e-05,7.228e-05,1639647.0,124.14
2018-02-09,ASTBTC,7.599e-05,8.1e-05,7.518e-05,8.039e-05,488067.0,38.47
2018-02-08,ASTBTC,7.519e-05,7.611e-05,7.5e-05,7.599e-05,6401.0,0.4836
2018-02-07,ASTBTC,7.717e-05,8.126e-05,7.2e-05,7.519e-05,1169435.0,91.03
2018-02-06,ASTBTC,7.482e-05,8.126e-05,6.163e-05,7.717e-05,2377891.0,167.34
2018-02-05,ASTBTC,8.553e-05,8.652e-05,7.156e-05,7.482e-05,1341658.0,104.35
2018-02-04,ASTBTC,8.83e-05,0.0001056,8.337e-05,8.553e-05,1915881.0,178.6
2018-02-03,ASTBTC,8.958e-05,9.356e-05,8.507e-05,8.83e-05,1179538.0,106.25
2018-02-02,ASTBTC,9.929e-05,9.98e-05,7.75e-05,8.958e-05,2295575.0,204.06
2018-02-01,ASTBTC,0.0001063,0.000117,9.347e-05,9.929e-05,2490580.0,260.92
2018-01-31,ASTBTC,0.000105,0.0001094,9.852e-05,0.0001063,1816086.0,189.67
2018-01-30,ASTBTC,0.000105,0.00011,9.758e-05,0.000105,2382891.0,248.26
2018-01-29,ASTBTC,0.0001023,0.000125,9.758e-05,0.000105,4385707.0,476.37
2018-01-28,ASTBTC,0.0001155,0.0001155,9.996e-05,0.0001023,4630241.0,490.34
2018-01-27,ASTBTC,8.681e-05,0.0001351,8.656e-05,0.0001155,20805567.0,2381.47
2018-01-26,ASTBTC,8.717e-05,9.3e-05,8.362e-05,8.681e-05,1615998.0,141.65
2018-01-25,ASTBTC,8.3e-05,9.103e-05,8.159e-05,8.717e-05,1910788.0,165.77
2018-01-24,ASTBTC,8.709e-05,8.74e-05,7.8e-05,8.3e-05,1865953.0,154.72
