Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LSK,Volume ETH
2018-04-20,LSKETH,0.02095,0.02106,0.01977,0.02011,2557.88,52.3
2018-04-19,LSKETH,0.02144,0.0218,0.02059,0.02095,2327.03,48.49
2018-04-18,LSKETH,0.02076,0.02197,0.02043,0.02144,1876.2,40.15
2018-04-17,LSKETH,0.02108,0.0216,0.0206,0.02076,3703.1,78.76
2018-04-16,LSKETH,0.01982,0.02129,0.01956,0.02108,9567.34,195.36
2018-04-15,LSKETH,0.02,0.023,0.01958,0.01982,18221.52,384.88
2018-04-14,LSKETH,0.01974,0.02005,0.0197,0.02,2946.84,58.58
2018-04-13,LSKETH,0.02018,0.02195,0.01927,0.01974,17131.88,354.21
2018-04-12,LSKETH,0.02025,0.02157,0.01968,0.02018,21302.34,438.97
2018-04-11,LSKETH,0.02057,0.02086,0.02017,0.02025,1059.55,21.69
2018-04-10,LSKETH,0.02145,0.02189,0.02033,0.02057,676.25,14.26
2018-04-09,LSKETH,0.02272,0.02372,0.02134,0.02145,1096.49,24.56
2018-04-08,LSKETH,0.02191,0.02338,0.02191,0.02272,2646.6,60.49
2018-04-07,LSKETH,0.02182,0.0233,0.02182,0.02191,2801.01,62.93
2018-04-06,LSKETH,0.02253,0.02254,0.02053,0.02182,2236.07,47.39
2018-04-05,LSKETH,0.02185,0.02326,0.01996,0.02253,5730.82,123.0
2018-04-04,LSKETH,0.02508,0.0253,0.021,0.02185,3808.48,86.37
2018-04-03,LSKETH,0.02025,0.0259,0.01983,0.02508,16817.77,394.71
2018-04-02,LSKETH,0.0186,0.02066,0.01849,0.02025,8679.3,171.94
2018-04-01,LSKETH,0.01934,0.01956,0.01845,0.0186,3491.44,65.56
2018-03-31,LSKETH,0.01866,0.0194,0.01854,0.01934,3378.65,63.72
2018-03-30,LSKETH,0.02048,0.02048,0.01865,0.01866,37341.19,722.44
2018-03-29,LSKETH,0.02182,0.02182,0.0198,0.02048,20237.9,411.07
2018-03-28,LSKETH,0.02183,0.02205,0.02144,0.02182,4039.75,87.98
2018-03-27,LSKETH,0.02242,0.02248,0.0215,0.02183,7394.43,163.73
2018-03-26,LSKETH,0.02235,0.02323,0.02174,0.02242,6009.02,132.42
2018-03-25,LSKETH,0.02249,0.02283,0.02208,0.02235,558.52,12.49
2018-03-24,LSKETH,0.02228,0.02321,0.022,0.02249,2735.34,61.74
2018-03-23,LSKETH,0.02306,0.02309,0.02198,0.02228,2071.01,46.17
2018-03-22,LSKETH,0.02411,0.02411,0.02281,0.02306,3123.1,73.04
2018-03-21,LSKETH,0.02449,0.02467,0.0233,0.02411,3691.29,87.8
2018-03-20,LSKETH,0.02299,0.02488,0.02293,0.02449,1858.17,44.57
2018-03-19,LSKETH,0.02265,0.02387,0.02239,0.02299,23680.43,537.64
2018-03-18,LSKETH,0.02208,0.02299,0.02154,0.02265,3590.93,80.04
2018-03-17,LSKETH,0.02189,0.02356,0.02073,0.02208,4159.19,90.26
2018-03-16,LSKETH,0.02195,0.0236,0.02073,0.02189,5750.41,126.15
2018-03-15,LSKETH,0.01907,0.02492,0.01846,0.02195,15402.72,319.41
2018-03-14,LSKETH,0.02043,0.02043,0.01898,0.01907,3972.01,77.45
2018-03-13,LSKETH,0.02015,0.0205,0.01993,0.02043,750.68,15.15
2018-03-12,LSKETH,0.02047,0.02078,0.02015,0.02015,3893.72,79.19
2018-03-11,LSKETH,0.02108,0.02108,0.02015,0.02047,2434.54,49.71
2018-03-10,LSKETH,0.02136,0.02142,0.0207,0.02108,473.3,9.93
2018-03-09,LSKETH,0.0216,0.02198,0.02066,0.02136,5150.18,107.58
2018-03-08,LSKETH,0.02044,0.023,0.02044,0.0216,3970.98,88.49
2018-03-07,LSKETH,0.02081,0.02198,0.01993,0.02044,4011.34,84.03
2018-03-06,LSKETH,0.02177,0.02177,0.0203,0.02081,3595.98,75.12
2018-03-05,LSKETH,0.02217,0.02247,0.02129,0.02177,9052.25,195.37
2018-03-04,LSKETH,0.02248,0.02248,0.0215,0.02217,385.1,8.39
2018-03-03,LSKETH,0.02249,0.0227,0.02197,0.02248,1657.43,36.9
2018-03-02,LSKETH,0.02317,0.02373,0.02215,0.02249,1292.75,29.49
2018-03-01,LSKETH,0.02129,0.02489,0.02064,0.02317,11065.12,246.49
2018-02-28,LSKETH,0.02262,0.02311,0.02105,0.02129,8311.46,181.38
2018-02-27,LSKETH,0.02403,0.02403,0.02237,0.02262,5099.45,116.16
2018-02-26,LSKETH,0.02347,0.02424,0.02271,0.02403,3930.61,92.0
2018-02-25,LSKETH,0.02447,0.02454,0.02308,0.02347,6116.37,145.98
2018-02-24,LSKETH,0.02563,0.0259,0.02406,0.02447,2932.95,72.29
2018-02-23,LSKETH,0.02614,0.02657,0.02459,0.02563,6506.06,167.46
2018-02-22,LSKETH,0.02605,0.02889,0.02525,0.02614,16403.48,434.96
2018-02-21,LSKETH,0.02879,0.0314,0.02567,0.02605,18220.92,499.96
2018-02-20,LSKETH,0.03178,0.03558,0.0282,0.02879,27465.31,852.99
2018-02-19,LSKETH,0.03144,0.03278,0.03009,0.03178,3574.73,111.63
2018-02-18,LSKETH,0.03386,0.03386,0.03061,0.03144,9611.43,308.61
2018-02-17,LSKETH,0.03393,0.03678,0.03038,0.03386,53924.0,1875.26
2018-02-16,LSKETH,0.03364,0.03425,0.03296,0.03393,3682.5,124.21
2018-02-15,LSKETH,0.03092,0.03416,0.03061,0.03364,9378.66,305.26
2018-02-14,LSKETH,0.03047,0.0319,0.02985,0.03092,4121.43,126.55
2018-02-13,LSKETH,0.03228,0.03299,0.02735,0.03047,25471.26,772.33
2018-02-12,LSKETH,0.03103,0.03293,0.03103,0.03228,4595.76,147.13
2018-02-11,LSKETH,0.03175,0.03198,0.02933,0.03103,4526.69,137.51
2018-02-10,LSKETH,0.031,0.03408,0.03005,0.03175,14412.6,468.58
2018-02-09,LSKETH,0.02887,0.03199,0.02836,0.031,17688.5,536.06
2018-02-08,LSKETH,0.0241,0.02945,0.02381,0.02887,25682.76,712.41
2018-02-07,LSKETH,0.0231,0.02488,0.0226,0.0241,7998.01,191.13
2018-02-06,LSKETH,0.02122,0.02312,0.02069,0.0231,15117.11,326.29
2018-02-05,LSKETH,0.02385,0.024,0.02121,0.02122,6077.84,136.96
2018-02-04,LSKETH,0.0239,0.02424,0.02296,0.02385,3092.26,73.04
2018-02-03,LSKETH,0.02359,0.02437,0.02227,0.0239,7903.27,183.97
2018-02-02,LSKETH,0.02165,0.0237,0.02014,0.02359,22105.87,479.42
2018-02-01,LSKETH,0.02361,0.02368,0.01889,0.02165,26841.27,580.47
2018-01-31,LSKETH,0.02047,0.0315,0.0197,0.02361,40245.88,1016.22
