Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume PLN
2019-06-30 07-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-30 06-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-30 05-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-30 04-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-30 03-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-30 02-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-30 01-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-30 12-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 11-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 10-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 09-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 08-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 07-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 06-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 05-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 04-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 03-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 02-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 01-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 12-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 11-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 10-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 09-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 08-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 07-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 06-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 05-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 04-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 03-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 02-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 01-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29 12-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 11-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 10-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 09-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 08-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 07-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 06-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 05-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 04-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 03-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 02-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 01-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 12-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 11-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 10-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 09-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 08-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 07-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 06-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 05-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 04-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 03-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 02-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 01-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28 12-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 11-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 10-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 09-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 08-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 07-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 06-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 05-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 04-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 03-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 02-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 01-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 12-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 11-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 10-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 09-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 08-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 07-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 06-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 05-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 04-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 03-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 02-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 01-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27 12-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 11-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 10-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 09-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 08-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 07-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 06-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 05-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 04-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 03-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 02-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 01-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 12-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 11-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 10-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 09-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 08-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 07-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 06-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 05-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 04-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 03-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 02-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 01-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26 12-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25 11-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25 10-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25 09-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25 08-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25 07-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25 06-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25 05-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25 04-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25 03-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
