Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ADA,Volume ETH
2018-11-16,ADAETH,0.0003514,0.0003517,0.0003422,0.0003482,1891534.89,657.05
2018-11-15,ADAETH,0.0003556,0.0003556,0.0003395,0.0003514,2053516.98,709.65
2018-11-14,ADAETH,0.0003554,0.000366,0.0003453,0.0003556,3377084.74,1197.42
2018-11-13,ADAETH,0.000361,0.0003631,0.000355,0.0003554,945716.31,340.14
2018-11-12,ADAETH,0.0003615,0.0003643,0.0003572,0.000361,748108.26,270.13
2018-11-11,ADAETH,0.0003558,0.0003657,0.0003511,0.0003615,794531.43,284.71
2018-11-10,ADAETH,0.0003546,0.000357,0.000352,0.0003558,733258.57,259.44
2018-11-09,ADAETH,0.0003637,0.0003656,0.0003522,0.0003546,1076143.13,386.54
2018-11-08,ADAETH,0.00036,0.0003672,0.0003567,0.0003637,2671761.45,964.87
2018-11-07,ADAETH,0.0003704,0.0003704,0.0003593,0.00036,1705632.98,620.94
2018-11-06,ADAETH,0.0003658,0.0003754,0.0003644,0.0003704,1291909.94,477.63
2018-11-05,ADAETH,0.0003635,0.000375,0.0003585,0.0003658,3508909.63,1271.13
2018-11-04,ADAETH,0.0003597,0.0003788,0.0003574,0.0003635,2214257.9,810.64
2018-11-03,ADAETH,0.0003621,0.0003626,0.0003523,0.0003597,400173.91,143.11
2018-11-02,ADAETH,0.0003556,0.0003639,0.0003542,0.0003621,7022099.44,2513.23
2018-11-01,ADAETH,0.0003562,0.0003581,0.000352,0.0003556,774018.46,274.82
2018-10-31,ADAETH,0.0003567,0.0003572,0.000351,0.0003562,1359049.71,480.04
2018-10-30,ADAETH,0.0003569,0.0003585,0.0003538,0.0003567,1004400.23,356.66
2018-10-29,ADAETH,0.0003598,0.0003598,0.000351,0.0003569,828456.24,294.74
2018-10-28,ADAETH,0.000359,0.0003617,0.000355,0.0003598,579784.21,207.15
2018-10-27,ADAETH,0.0003665,0.0003665,0.000359,0.000359,599245.21,217.25
2018-10-26,ADAETH,0.0003687,0.0003687,0.0003601,0.0003665,1076724.57,392.29
2018-10-25,ADAETH,0.0003694,0.0003694,0.0003653,0.0003687,320302.5,117.5
2018-10-24,ADAETH,0.000368,0.0003715,0.0003661,0.0003694,1297050.62,478.54
2018-10-23,ADAETH,0.0003733,0.0003747,0.000364,0.000368,856956.61,317.79
2018-10-22,ADAETH,0.0003734,0.000375,0.0003686,0.0003733,1525287.54,565.54
2018-10-21,ADAETH,0.0003736,0.0003759,0.00037,0.0003734,1269343.79,472.7
2018-10-20,ADAETH,0.000375,0.000377,0.000371,0.0003736,912307.21,342.06
2018-10-19,ADAETH,0.0003734,0.0003772,0.0003684,0.000375,732333.94,273.5
2018-10-18,ADAETH,0.000377,0.000377,0.000369,0.0003734,1316889.84,490.73
2018-10-17,ADAETH,0.0003623,0.000382,0.0003614,0.000377,1161174.57,428.71
2018-10-16,ADAETH,0.0003564,0.0003564,0.0003564,0.0003564,0.0,0.0
2018-10-15,ADAETH,0.0003645,0.000365,0.000343,0.0003564,4617882.01,1643.01
2018-10-14,ADAETH,0.0003679,0.000368,0.0003625,0.0003645,913113.17,333.46
2018-10-13,ADAETH,0.0003732,0.0003775,0.0003636,0.0003679,1670051.46,618.92
2018-10-12,ADAETH,0.000371,0.0003822,0.000365,0.0003732,1160910.59,435.19
2018-10-11,ADAETH,0.0003776,0.000387,0.0003612,0.000371,2014168.68,754.47
